purchase_date,time_to_go,takeoff_date,price,day_of_week,month,unsold_tickets,number_of_quotes
2015/6/5,50,2015/6/11,1220,4,6,583,116
2015/6/5,49,2015/6/11,1120,4,6,575,115
2015/6/5,48,2015/6/11,1019,4,6,563,112
2015/6/5,47,2015/6/11,1387,4,6,551,110
2015/6/6,46,2015/6/11,1318,4,6,548,109
2015/6/6,45,2015/6/11,1208,4,6,545,109
2015/6/6,44,2015/6/11,1212,4,6,537,107
2015/6/6,43,2015/6/11,1132,4,6,536,107
2015/6/6,42,2015/6/11,1457,4,6,533,106
2015/6/6,41,2015/6/11,1208,4,6,523,104
2015/6/6,40,2015/6/11,1141,4,6,516,103
2015/6/6,39,2015/6/11,1354,4,6,503,100
2015/6/7,38,2015/6/11,1017,4,6,494,98
2015/6/7,37,2015/6/11,1034,4,6,492,98
2015/6/7,36,2015/6/11,1376,4,6,480,96
2015/6/7,35,2015/6/11,1215,4,6,468,93
2015/6/7,34,2015/6/11,1198,4,6,463,92
2015/6/7,33,2015/6/11,1079,4,6,454,90
2015/6/7,32,2015/6/11,1440,4,6,442,88
2015/6/7,31,2015/6/11,1461,4,6,434,86
2015/6/8,30,2015/6/11,1225,4,6,425,85
2015/6/8,29,2015/6/11,1162,4,6,415,83
2015/6/8,28,2015/6/11,1270,4,6,414,82
2015/6/8,27,2015/6/11,1284,4,6,410,82
2015/6/8,26,2015/6/11,1309,4,6,401,80
2015/6/8,25,2015/6/11,1003,4,6,392,78
2015/6/8,24,2015/6/11,1196,4,6,378,75
2015/6/9,23,2015/6/11,1190,4,6,376,75
2015/6/9,22,2015/6/11,1333,4,6,374,74
2015/6/9,21,2015/6/11,1027,4,6,372,74
2015/6/9,20,2015/6/11,1218,4,6,371,74
2015/6/9,19,2015/6/11,1103,4,6,365,73
2015/6/9,18,2015/6/11,1282,4,6,363,72
2015/6/9,17,2015/6/11,1346,4,6,357,71
2015/6/9,16,2015/6/11,1078,4,6,347,69
2015/6/10,15,2015/6/11,1412,4,6,340,68
2015/6/10,14,2015/6/11,1164,4,6,339,67
2015/6/10,13,2015/6/11,1224,4,6,329,65
2015/6/10,12,2015/6/11,1333,4,6,316,63
2015/6/10,11,2015/6/11,1189,4,6,313,62
2015/6/10,10,2015/6/11,1331,4,6,311,62
2015/6/10,9,2015/6/11,1335,4,6,301,60
2015/6/10,8,2015/6/11,1083,4,6,292,58
2015/6/11,7,2015/6/11,1077,4,6,291,58
2015/6/11,6,2015/6/11,1172,4,6,288,57
2015/6/11,5,2015/6/11,1123,4,6,283,56
2015/6/11,4,2015/6/11,1314,4,6,269,53
2015/6/11,3,2015/6/11,1060,4,6,262,52
2015/6/11,2,2015/6/11,1026,4,6,261,52
2015/6/11,1,2015/6/11,1161,4,6,249,49
2015/5/13,240,2015/6/12,1234,5,6,2000,400
2015/5/13,239,2015/6/12,1234,5,6,1994,398
2015/5/13,238,2015/6/12,1310,5,6,1984,396
2015/5/13,237,2015/6/12,1090,5,6,1983,396
2015/5/13,236,2015/6/12,1156,5,6,1977,395
2015/5/13,235,2015/6/12,1125,5,6,1964,392
2015/5/13,234,2015/6/12,1051,5,6,1963,392
2015/5/13,233,2015/6/12,1057,5,6,1952,390
2015/5/14,232,2015/6/12,1417,5,6,1946,389
2015/5/14,231,2015/6/12,1436,5,6,1937,387
2015/5/14,230,2015/6/12,1409,5,6,1936,387
2015/5/14,229,2015/6/12,1429,5,6,1922,384
2015/5/14,228,2015/6/12,1472,5,6,1917,383
2015/5/14,227,2015/6/12,1275,5,6,1904,380
2015/5/14,226,2015/6/12,1084,5,6,1900,380
2015/5/14,225,2015/6/12,1052,5,6,1896,379
2015/5/15,224,2015/6/12,1241,5,6,1884,376
2015/5/15,223,2015/6/12,1229,5,6,1883,376
2015/5/15,222,2015/6/12,1425,5,6,1870,374
2015/5/15,221,2015/6/12,1439,5,6,1862,372
2015/5/15,220,2015/6/12,1017,5,6,1849,369
2015/5/15,219,2015/6/12,1047,5,6,1840,368
2015/5/15,218,2015/6/12,1348,5,6,1827,365
2015/5/15,217,2015/6/12,1469,5,6,1822,364
2015/5/16,216,2015/6/12,1148,5,6,1814,362
2015/5/16,215,2015/6/12,1375,5,6,1803,360
2015/5/16,214,2015/6/12,1345,5,6,1793,358
2015/5/16,213,2015/6/12,1453,5,6,1791,358
2015/5/16,212,2015/6/12,1133,5,6,1784,356
2015/5/16,211,2015/6/12,1294,5,6,1779,355
2015/5/16,210,2015/6/12,1096,5,6,1768,353
2015/5/17,209,2015/6/12,1362,5,6,1759,351
2015/5/17,208,2015/6/12,1464,5,6,1756,351
2015/5/17,207,2015/6/12,1240,5,6,1749,349
2015/5/17,206,2015/6/12,1110,5,6,1735,347
2015/5/17,205,2015/6/12,1228,5,6,1729,345
2015/5/17,204,2015/6/12,1145,5,6,1723,344
2015/5/17,203,2015/6/12,1449,5,6,1715,343
2015/5/17,202,2015/6/12,1416,5,6,1705,341
2015/5/18,201,2015/6/12,1474,5,6,1701,340
2015/5/18,200,2015/6/12,1087,5,6,1694,338
2015/5/18,199,2015/6/12,1004,5,6,1682,336
2015/5/18,198,2015/6/12,1197,5,6,1668,333
2015/5/18,197,2015/6/12,1460,5,6,1655,331
2015/5/18,196,2015/6/12,1346,5,6,1653,330
2015/5/18,195,2015/6/12,1386,5,6,1641,328
2015/5/18,194,2015/6/12,1251,5,6,1633,326
2015/5/19,193,2015/6/12,1051,5,6,1630,326
2015/5/19,192,2015/6/12,1411,5,6,1626,325
2015/5/19,191,2015/6/12,1321,5,6,1616,323
2015/5/19,190,2015/6/12,1204,5,6,1605,321
2015/5/19,189,2015/6/12,1002,5,6,1591,318
2015/5/19,188,2015/6/12,1180,5,6,1582,316
2015/5/19,187,2015/6/12,1201,5,6,1579,315
2015/5/19,186,2015/6/12,1136,5,6,1569,313
2015/5/20,185,2015/6/12,1420,5,6,1559,311
2015/5/20,184,2015/6/12,1348,5,6,1558,311
2015/5/20,183,2015/6/12,1404,5,6,1546,309
2015/5/20,182,2015/6/12,1215,5,6,1540,308
2015/5/20,181,2015/6/12,1435,5,6,1527,305
2015/5/20,180,2015/6/12,1416,5,6,1513,302
2015/5/20,179,2015/6/12,1189,5,6,1501,300
2015/5/21,178,2015/6/12,1435,5,6,1499,299
2015/5/21,177,2015/6/12,1387,5,6,1496,299
2015/5/21,176,2015/6/12,1133,5,6,1490,298
2015/5/21,175,2015/6/12,1411,5,6,1485,297
2015/5/21,174,2015/6/12,1451,5,6,1475,295
2015/5/21,173,2015/6/12,1456,5,6,1461,292
2015/5/21,172,2015/6/12,1302,5,6,1450,290
2015/5/21,171,2015/6/12,1324,5,6,1444,288
2015/5/22,170,2015/6/12,1058,5,6,1435,287
2015/5/22,169,2015/6/12,1411,5,6,1422,284
2015/5/22,168,2015/6/12,1406,5,6,1419,283
2015/5/22,167,2015/6/12,1273,5,6,1413,282
2015/5/22,166,2015/6/12,1125,5,6,1407,281
2015/5/22,165,2015/6/12,1108,5,6,1403,280
2015/5/22,164,2015/6/12,1327,5,6,1394,278
2015/5/22,163,2015/6/12,1005,5,6,1382,276
2015/5/23,162,2015/6/12,1479,5,6,1374,274
2015/5/23,161,2015/6/12,1466,5,6,1369,273
2015/5/23,160,2015/6/12,1125,5,6,1359,271
2015/5/23,159,2015/6/12,1493,5,6,1356,271
2015/5/23,158,2015/6/12,1250,5,6,1348,269
2015/5/23,157,2015/6/12,1469,5,6,1338,267
2015/5/23,156,2015/6/12,1149,5,6,1330,266
2015/5/23,155,2015/6/12,1228,5,6,1323,264
2015/5/24,154,2015/6/12,1132,5,6,1316,263
2015/5/24,153,2015/6/12,1224,5,6,1305,261
2015/5/24,152,2015/6/12,1382,5,6,1297,259
2015/5/24,151,2015/6/12,1320,5,6,1286,257
2015/5/24,150,2015/6/12,1093,5,6,1277,255
2015/5/24,149,2015/6/12,1113,5,6,1269,253
2015/5/24,148,2015/6/12,1124,5,6,1267,253
2015/5/25,147,2015/6/12,1183,5,6,1260,252
2015/5/25,146,2015/6/12,1356,5,6,1251,250
2015/5/25,145,2015/6/12,1282,5,6,1239,247
2015/5/25,144,2015/6/12,1079,5,6,1229,245
2015/5/25,143,2015/6/12,1107,5,6,1221,244
2015/5/25,142,2015/6/12,1448,5,6,1209,241
2015/5/25,141,2015/6/12,1325,5,6,1204,240
2015/5/25,140,2015/6/12,1364,5,6,1203,240
2015/5/26,139,2015/6/12,1404,5,6,1197,239
2015/5/26,138,2015/6/12,1141,5,6,1193,238
2015/5/26,137,2015/6/12,1113,5,6,1181,236
2015/5/26,136,2015/6/12,1280,5,6,1178,235
2015/5/26,135,2015/6/12,1074,5,6,1167,233
2015/5/26,134,2015/6/12,1286,5,6,1166,233
2015/5/26,133,2015/6/12,1134,5,6,1157,231
2015/5/26,132,2015/6/12,1473,5,6,1143,228
2015/5/27,131,2015/6/12,1453,5,6,1137,227
2015/5/27,130,2015/6/12,1204,5,6,1129,225
2015/5/27,129,2015/6/12,1092,5,6,1119,223
2015/5/27,128,2015/6/12,1149,5,6,1115,223
2015/5/27,127,2015/6/12,1363,5,6,1108,221
2015/5/27,126,2015/6/12,1046,5,6,1107,221
2015/5/27,125,2015/6/12,1264,5,6,1093,218
2015/5/27,124,2015/6/12,1490,5,6,1079,215
2015/5/28,123,2015/6/12,1247,5,6,1070,214
2015/5/28,122,2015/6/12,1317,5,6,1059,211
2015/5/28,121,2015/6/12,1498,5,6,1045,209
2015/5/28,120,2015/6/12,1247,5,6,1036,207
2015/5/28,119,2015/6/12,1162,5,6,1023,204
2015/5/28,118,2015/6/12,1425,5,6,1015,203
2015/5/28,117,2015/6/12,1167,5,6,1005,201
2015/5/29,116,2015/6/12,1430,5,6,993,198
2015/5/29,115,2015/6/12,1303,5,6,985,197
2015/5/29,114,2015/6/12,1206,5,6,975,195
2015/5/29,113,2015/6/12,1210,5,6,969,193
2015/5/29,112,2015/6/12,1023,5,6,963,192
2015/5/29,111,2015/6/12,1338,5,6,962,192
2015/5/29,110,2015/6/12,1403,5,6,958,191
2015/5/29,109,2015/6/12,1438,5,6,954,190
2015/5/30,108,2015/6/12,1125,5,6,943,188
2015/5/30,107,2015/6/12,1248,5,6,942,188
2015/5/30,106,2015/6/12,1237,5,6,929,185
2015/5/30,105,2015/6/12,1134,5,6,920,184
2015/5/30,104,2015/6/12,1085,5,6,911,182
2015/5/30,103,2015/6/12,1438,5,6,906,181
2015/5/30,102,2015/6/12,1378,5,6,898,179
2015/5/30,101,2015/6/12,1062,5,6,884,176
2015/5/31,100,2015/6/12,1407,5,6,882,176
2015/5/31,99,2015/6/12,1425,5,6,881,176
2015/5/31,98,2015/6/12,1357,5,6,869,173
2015/5/31,97,2015/6/12,1044,5,6,866,173
2015/5/31,96,2015/6/12,1273,5,6,857,171
2015/5/31,95,2015/6/12,1099,5,6,855,171
2015/5/31,94,2015/6/12,1416,5,6,844,168
2015/5/31,93,2015/6/12,1079,5,6,838,167
2015/6/1,92,2015/6/12,1467,5,6,836,167
2015/6/1,91,2015/6/12,1461,5,6,834,166
2015/6/1,90,2015/6/12,1249,5,6,820,164
2015/6/1,89,2015/6/12,1142,5,6,813,162
2015/6/1,88,2015/6/12,1315,5,6,799,159
2015/6/1,87,2015/6/12,1318,5,6,793,158
2015/6/1,86,2015/6/12,1062,5,6,791,158
2015/6/2,85,2015/6/12,1046,5,6,778,155
2015/6/2,84,2015/6/12,1092,5,6,767,153
2015/6/2,83,2015/6/12,1303,5,6,758,151
2015/6/2,82,2015/6/12,1136,5,6,751,150
2015/6/2,81,2015/6/12,1046,5,6,748,149
2015/6/2,80,2015/6/12,1418,5,6,745,149
2015/6/2,79,2015/6/12,1345,5,6,732,146
2015/6/2,78,2015/6/12,1326,5,6,723,144
2015/6/3,77,2015/6/12,1217,5,6,714,142
2015/6/3,76,2015/6/12,1054,5,6,703,140
2015/6/3,75,2015/6/12,1352,5,6,699,139
2015/6/3,74,2015/6/12,1177,5,6,694,138
2015/6/3,73,2015/6/12,1371,5,6,683,136
2015/6/3,72,2015/6/12,1084,5,6,671,134
2015/6/3,71,2015/6/12,1237,5,6,658,131
2015/6/3,70,2015/6/12,1045,5,6,654,130
2015/6/4,69,2015/6/12,1184,5,6,640,128
2015/6/4,68,2015/6/12,1423,5,6,633,126
2015/6/4,67,2015/6/12,1011,5,6,622,124
2015/6/4,66,2015/6/12,1457,5,6,614,122
2015/6/4,65,2015/6/12,1456,5,6,613,122
2015/6/4,64,2015/6/12,1105,5,6,609,121
2015/6/4,63,2015/6/12,1290,5,6,598,119
2015/6/4,62,2015/6/12,1281,5,6,587,117
2015/6/5,61,2015/6/12,1322,5,6,583,116
2015/6/5,60,2015/6/12,1283,5,6,571,114
2015/6/5,59,2015/6/12,1385,5,6,562,112
2015/6/5,58,2015/6/12,1319,5,6,554,110
2015/6/5,57,2015/6/12,1406,5,6,542,108
2015/6/5,56,2015/6/12,1416,5,6,535,107
2015/6/5,55,2015/6/12,1264,5,6,527,105
2015/6/6,54,2015/6/12,1325,5,6,526,105
2015/6/6,53,2015/6/12,1486,5,6,524,104
2015/6/6,52,2015/6/12,1110,5,6,522,104
2015/6/6,51,2015/6/12,1500,5,6,517,103
2015/6/6,50,2015/6/12,1485,5,6,509,101
2015/6/6,49,2015/6/12,1130,5,6,507,101
2015/6/6,48,2015/6/12,1369,5,6,504,100
2015/6/6,47,2015/6/12,1158,5,6,493,98
2015/6/7,46,2015/6/12,1138,5,6,480,96
2015/6/7,45,2015/6/12,1437,5,6,472,94
2015/6/7,44,2015/6/12,1391,5,6,468,93
2015/6/7,43,2015/6/12,1489,5,6,459,91
2015/6/7,42,2015/6/12,1332,5,6,449,89
2015/6/7,41,2015/6/12,1183,5,6,442,88
2015/6/7,40,2015/6/12,1137,5,6,428,85
2015/6/7,39,2015/6/12,1069,5,6,423,84
2015/6/8,38,2015/6/12,1098,5,6,419,83
2015/6/8,37,2015/6/12,1350,5,6,417,83
2015/6/8,36,2015/6/12,1365,5,6,416,83
2015/6/8,35,2015/6/12,1362,5,6,411,82
2015/6/8,34,2015/6/12,1231,5,6,401,80
2015/6/8,33,2015/6/12,1402,5,6,390,78
2015/6/8,32,2015/6/12,1263,5,6,386,77
2015/6/8,31,2015/6/12,1263,5,6,384,76
2015/6/9,30,2015/6/12,1166,5,6,370,74
2015/6/9,29,2015/6/12,1280,5,6,366,73
2015/6/9,28,2015/6/12,1191,5,6,363,72
2015/6/9,27,2015/6/12,1421,5,6,349,69
2015/6/9,26,2015/6/12,1286,5,6,337,67
2015/6/9,25,2015/6/12,1252,5,6,330,66
2015/6/9,24,2015/6/12,1022,5,6,316,63
2015/6/10,23,2015/6/12,1311,5,6,308,61
2015/6/10,22,2015/6/12,1139,5,6,296,59
2015/6/10,21,2015/6/12,1014,5,6,290,58
2015/6/10,20,2015/6/12,1006,5,6,288,57
2015/6/10,19,2015/6/12,1096,5,6,286,57
2015/6/10,18,2015/6/12,1454,5,6,274,54
2015/6/10,17,2015/6/12,1378,5,6,261,52
2015/6/10,16,2015/6/12,1167,5,6,254,50
2015/6/11,15,2015/6/12,1231,5,6,246,49
2015/6/11,14,2015/6/12,1323,5,6,237,47
2015/6/11,13,2015/6/12,1152,5,6,225,45
2015/6/11,12,2015/6/12,1234,5,6,219,43
2015/6/11,11,2015/6/12,1244,5,6,208,41
2015/6/11,10,2015/6/12,1275,5,6,195,39
2015/6/11,9,2015/6/12,1220,5,6,184,36
2015/6/11,8,2015/6/12,1125,5,6,182,36
2015/6/12,7,2015/6/12,1030,5,6,177,35
2015/6/12,6,2015/6/12,1234,5,6,166,33
2015/6/12,5,2015/6/12,1115,5,6,155,31
2015/6/12,4,2015/6/12,1109,5,6,146,29
2015/6/12,3,2015/6/12,1428,5,6,139,27
2015/6/12,2,2015/6/12,1145,5,6,135,27
2015/6/12,1,2015/6/12,1419,5,6,130,26
2015/5/14,240,2015/6/13,1007,6,6,2000,400
2015/5/14,239,2015/6/13,1386,6,6,1994,398
2015/5/14,238,2015/6/13,1117,6,6,1993,398
2015/5/14,237,2015/6/13,1311,6,6,1988,397
2015/5/14,236,2015/6/13,1133,6,6,1980,396
2015/5/14,235,2015/6/13,1169,6,6,1974,394
2015/5/14,234,2015/6/13,1193,6,6,1963,392
2015/5/14,233,2015/6/13,1395,6,6,1951,390
2015/5/15,232,2015/6/13,1401,6,6,1950,390
2015/5/15,231,2015/6/13,1424,6,6,1949,389
2015/5/15,230,2015/6/13,1220,6,6,1945,389
2015/5/15,229,2015/6/13,1381,6,6,1943,388
2015/5/15,228,2015/6/13,1264,6,6,1939,387
2015/5/15,227,2015/6/13,1106,6,6,1926,385
2015/5/15,226,2015/6/13,1170,6,6,1923,384
2015/5/15,225,2015/6/13,1307,6,6,1915,383
2015/5/16,224,2015/6/13,1360,6,6,1907,381
2015/5/16,223,2015/6/13,1225,6,6,1894,378
2015/5/16,222,2015/6/13,1261,6,6,1886,377
2015/5/16,221,2015/6/13,1174,6,6,1885,377
2015/5/16,220,2015/6/13,1301,6,6,1875,375
2015/5/16,219,2015/6/13,1135,6,6,1862,372
2015/5/16,218,2015/6/13,1045,6,6,1851,370
2015/5/16,217,2015/6/13,1232,6,6,1843,368
2015/5/17,216,2015/6/13,1028,6,6,1842,368
2015/5/17,215,2015/6/13,1163,6,6,1832,366
2015/5/17,214,2015/6/13,1219,6,6,1821,364
2015/5/17,213,2015/6/13,1400,6,6,1807,361
2015/5/17,212,2015/6/13,1375,6,6,1802,360
2015/5/17,211,2015/6/13,1322,6,6,1800,360
2015/5/17,210,2015/6/13,1112,6,6,1792,358
2015/5/18,209,2015/6/13,1274,6,6,1781,356
2015/5/18,208,2015/6/13,1317,6,6,1780,356
2015/5/18,207,2015/6/13,1106,6,6,1777,355
2015/5/18,206,2015/6/13,1250,6,6,1774,354
2015/5/18,205,2015/6/13,1058,6,6,1771,354
2015/5/18,204,2015/6/13,1289,6,6,1758,351
2015/5/18,203,2015/6/13,1129,6,6,1750,350
2015/5/18,202,2015/6/13,1149,6,6,1741,348
2015/5/19,201,2015/6/13,1473,6,6,1740,348
2015/5/19,200,2015/6/13,1481,6,6,1730,346
2015/5/19,199,2015/6/13,1420,6,6,1729,345
2015/5/19,198,2015/6/13,1186,6,6,1716,343
2015/5/19,197,2015/6/13,1131,6,6,1710,342
2015/5/19,196,2015/6/13,1419,6,6,1708,341
2015/5/19,195,2015/6/13,1173,6,6,1698,339
2015/5/19,194,2015/6/13,1146,6,6,1684,336
2015/5/20,193,2015/6/13,1428,6,6,1678,335
2015/5/20,192,2015/6/13,1171,6,6,1670,334
2015/5/20,191,2015/6/13,1357,6,6,1657,331
2015/5/20,190,2015/6/13,1121,6,6,1645,329
2015/5/20,189,2015/6/13,1026,6,6,1632,326
2015/5/20,188,2015/6/13,1246,6,6,1627,325
2015/5/20,187,2015/6/13,1365,6,6,1625,325
2015/5/20,186,2015/6/13,1262,6,6,1613,322
2015/5/21,185,2015/6/13,1262,6,6,1600,320
2015/5/21,184,2015/6/13,1357,6,6,1591,318
2015/5/21,183,2015/6/13,1484,6,6,1590,318
2015/5/21,182,2015/6/13,1226,6,6,1580,316
2015/5/21,181,2015/6/13,1491,6,6,1573,314
2015/5/21,180,2015/6/13,1493,6,6,1571,314
2015/5/21,179,2015/6/13,1071,6,6,1563,312
2015/5/22,178,2015/6/13,1096,6,6,1559,311
2015/5/22,177,2015/6/13,1199,6,6,1552,310
2015/5/22,176,2015/6/13,1043,6,6,1546,309
2015/5/22,175,2015/6/13,1015,6,6,1542,308
2015/5/22,174,2015/6/13,1074,6,6,1531,306
2015/5/22,173,2015/6/13,1277,6,6,1517,303
2015/5/22,172,2015/6/13,1480,6,6,1505,301
2015/5/22,171,2015/6/13,1369,6,6,1491,298
2015/5/23,170,2015/6/13,1254,6,6,1483,296
2015/5/23,169,2015/6/13,1235,6,6,1478,295
2015/5/23,168,2015/6/13,1391,6,6,1474,294
2015/5/23,167,2015/6/13,1222,6,6,1472,294
2015/5/23,166,2015/6/13,1193,6,6,1463,292
2015/5/23,165,2015/6/13,1037,6,6,1455,291
2015/5/23,164,2015/6/13,1225,6,6,1444,288
2015/5/23,163,2015/6/13,1040,6,6,1434,286
2015/5/24,162,2015/6/13,1068,6,6,1426,285
2015/5/24,161,2015/6/13,1121,6,6,1414,282
2015/5/24,160,2015/6/13,1001,6,6,1407,281
2015/5/24,159,2015/6/13,1144,6,6,1402,280
2015/5/24,158,2015/6/13,1396,6,6,1398,279
2015/5/24,157,2015/6/13,1090,6,6,1391,278
2015/5/24,156,2015/6/13,1107,6,6,1380,276
2015/5/24,155,2015/6/13,1438,6,6,1375,275
2015/5/25,154,2015/6/13,1139,6,6,1362,272
2015/5/25,153,2015/6/13,1335,6,6,1356,271
2015/5/25,152,2015/6/13,1337,6,6,1355,271
2015/5/25,151,2015/6/13,1096,6,6,1343,268
2015/5/25,150,2015/6/13,1024,6,6,1333,266
2015/5/25,149,2015/6/13,1091,6,6,1328,265
2015/5/25,148,2015/6/13,1077,6,6,1321,264
2015/5/26,147,2015/6/13,1159,6,6,1319,263
2015/5/26,146,2015/6/13,1205,6,6,1309,261
2015/5/26,145,2015/6/13,1036,6,6,1300,260
2015/5/26,144,2015/6/13,1062,6,6,1291,258
2015/5/26,143,2015/6/13,1241,6,6,1288,257
2015/5/26,142,2015/6/13,1492,6,6,1276,255
2015/5/26,141,2015/6/13,1393,6,6,1273,254
2015/5/26,140,2015/6/13,1357,6,6,1266,253
2015/5/27,139,2015/6/13,1140,6,6,1262,252
2015/5/27,138,2015/6/13,1291,6,6,1249,249
2015/5/27,137,2015/6/13,1396,6,6,1241,248
2015/5/27,136,2015/6/13,1247,6,6,1236,247
2015/5/27,135,2015/6/13,1192,6,6,1225,245
2015/5/27,134,2015/6/13,1157,6,6,1212,242
2015/5/27,133,2015/6/13,1269,6,6,1200,240
2015/5/27,132,2015/6/13,1098,6,6,1198,239
2015/5/28,131,2015/6/13,1463,6,6,1185,237
2015/5/28,130,2015/6/13,1005,6,6,1180,236
2015/5/28,129,2015/6/13,1164,6,6,1176,235
2015/5/28,128,2015/6/13,1150,6,6,1174,234
2015/5/28,127,2015/6/13,1274,6,6,1168,233
2015/5/28,126,2015/6/13,1413,6,6,1167,233
2015/5/28,125,2015/6/13,1453,6,6,1159,231
2015/5/28,124,2015/6/13,1454,6,6,1151,230
2015/5/29,123,2015/6/13,1281,6,6,1146,229
2015/5/29,122,2015/6/13,1309,6,6,1135,227
2015/5/29,121,2015/6/13,1084,6,6,1129,225
2015/5/29,120,2015/6/13,1268,6,6,1123,224
2015/5/29,119,2015/6/13,1092,6,6,1111,222
2015/5/29,118,2015/6/13,1271,6,6,1097,219
2015/5/29,117,2015/6/13,1216,6,6,1089,217
2015/5/30,116,2015/6/13,1014,6,6,1088,217
2015/5/30,115,2015/6/13,1020,6,6,1078,215
2015/5/30,114,2015/6/13,1133,6,6,1076,215
2015/5/30,113,2015/6/13,1221,6,6,1075,215
2015/5/30,112,2015/6/13,1183,6,6,1064,212
2015/5/30,111,2015/6/13,1181,6,6,1053,210
2015/5/30,110,2015/6/13,1178,6,6,1041,208
2015/5/30,109,2015/6/13,1133,6,6,1034,206
2015/5/31,108,2015/6/13,1063,6,6,1024,204
2015/5/31,107,2015/6/13,1427,6,6,1011,202
2015/5/31,106,2015/6/13,1189,6,6,1002,200
2015/5/31,105,2015/6/13,1421,6,6,997,199
2015/5/31,104,2015/6/13,1264,6,6,989,197
2015/5/31,103,2015/6/13,1299,6,6,977,195
2015/5/31,102,2015/6/13,1319,6,6,968,193
2015/5/31,101,2015/6/13,1194,6,6,959,191
2015/6/1,100,2015/6/13,1175,6,6,949,189
2015/6/1,99,2015/6/13,1387,6,6,942,188
2015/6/1,98,2015/6/13,1337,6,6,935,187
2015/6/1,97,2015/6/13,1448,6,6,923,184
2015/6/1,96,2015/6/13,1080,6,6,922,184
2015/6/1,95,2015/6/13,1090,6,6,919,183
2015/6/1,94,2015/6/13,1262,6,6,911,182
2015/6/1,93,2015/6/13,1117,6,6,908,181
2015/6/2,92,2015/6/13,1468,6,6,898,179
2015/6/2,91,2015/6/13,1411,6,6,888,177
2015/6/2,90,2015/6/13,1471,6,6,884,176
2015/6/2,89,2015/6/13,1316,6,6,880,176
2015/6/2,88,2015/6/13,1118,6,6,878,175
2015/6/2,87,2015/6/13,1257,6,6,873,174
2015/6/2,86,2015/6/13,1193,6,6,861,172
2015/6/3,85,2015/6/13,1330,6,6,853,170
2015/6/3,84,2015/6/13,1418,6,6,843,168
2015/6/3,83,2015/6/13,1274,6,6,833,166
2015/6/3,82,2015/6/13,1436,6,6,828,165
2015/6/3,81,2015/6/13,1092,6,6,822,164
2015/6/3,80,2015/6/13,1094,6,6,814,162
2015/6/3,79,2015/6/13,1144,6,6,807,161
2015/6/3,78,2015/6/13,1193,6,6,798,159
2015/6/4,77,2015/6/13,1224,6,6,786,157
2015/6/4,76,2015/6/13,1415,6,6,782,156
2015/6/4,75,2015/6/13,1278,6,6,772,154
2015/6/4,74,2015/6/13,1473,6,6,761,152
2015/6/4,73,2015/6/13,1285,6,6,751,150
2015/6/4,72,2015/6/13,1082,6,6,746,149
2015/6/4,71,2015/6/13,1082,6,6,743,148
2015/6/4,70,2015/6/13,1011,6,6,738,147
2015/6/5,69,2015/6/13,1260,6,6,729,145
2015/6/5,68,2015/6/13,1203,6,6,724,144
2015/6/5,67,2015/6/13,1052,6,6,717,143
2015/6/5,66,2015/6/13,1384,6,6,712,142
2015/6/5,65,2015/6/13,1444,6,6,703,140
2015/6/5,64,2015/6/13,1088,6,6,697,139
2015/6/5,63,2015/6/13,1445,6,6,685,137
2015/6/5,62,2015/6/13,1160,6,6,683,136
2015/6/6,61,2015/6/13,1015,6,6,680,136
2015/6/6,60,2015/6/13,1069,6,6,671,134
2015/6/6,59,2015/6/13,1221,6,6,660,132
2015/6/6,58,2015/6/13,1474,6,6,650,130
2015/6/6,57,2015/6/13,1200,6,6,637,127
2015/6/6,56,2015/6/13,1122,6,6,630,126
2015/6/6,55,2015/6/13,1369,6,6,625,125
2015/6/7,54,2015/6/13,1394,6,6,617,123
2015/6/7,53,2015/6/13,1094,6,6,607,121
2015/6/7,52,2015/6/13,1180,6,6,604,120
2015/6/7,51,2015/6/13,1014,6,6,602,120
2015/6/7,50,2015/6/13,1174,6,6,599,119
2015/6/7,49,2015/6/13,1417,6,6,593,118
2015/6/7,48,2015/6/13,1130,6,6,586,117
2015/6/7,47,2015/6/13,1202,6,6,585,117
2015/6/8,46,2015/6/13,1061,6,6,573,114
2015/6/8,45,2015/6/13,1351,6,6,570,114
2015/6/8,44,2015/6/13,1108,6,6,567,113
2015/6/8,43,2015/6/13,1003,6,6,556,111
2015/6/8,42,2015/6/13,1403,6,6,545,109
2015/6/8,41,2015/6/13,1166,6,6,540,108
2015/6/8,40,2015/6/13,1207,6,6,536,107
2015/6/8,39,2015/6/13,1340,6,6,524,104
2015/6/9,38,2015/6/13,1225,6,6,523,104
2015/6/9,37,2015/6/13,1432,6,6,518,103
2015/6/9,36,2015/6/13,1111,6,6,517,103
2015/6/9,35,2015/6/13,1298,6,6,507,101
2015/6/9,34,2015/6/13,1436,6,6,504,100
2015/6/9,33,2015/6/13,1312,6,6,503,100
2015/6/9,32,2015/6/13,1237,6,6,489,97
2015/6/9,31,2015/6/13,1249,6,6,487,97
2015/6/10,30,2015/6/13,1034,6,6,478,95
2015/6/10,29,2015/6/13,1481,6,6,472,94
2015/6/10,28,2015/6/13,1222,6,6,464,92
2015/6/10,27,2015/6/13,1056,6,6,451,90
2015/6/10,26,2015/6/13,1187,6,6,441,88
2015/6/10,25,2015/6/13,1433,6,6,432,86
2015/6/10,24,2015/6/13,1071,6,6,420,84
